x,y,w_r,w_l
-0.1493,-3.5524,0.7128,0.7128
-0.1530,-3.5556,0.7139,0.7139
-0.1569,-3.5583,0.7150,0.7150
-0.1610,-3.5604,0.7162,0.7162
-0.1654,-3.5619,0.7174,0.7174
-0.1700,-3.5628,0.7186,0.7186
-0.1748,-3.5633,0.7198,0.7198
-0.1798,-3.5633,0.7210,0.7210
-0.1849,-3.5630,0.7222,0.7222
-0.1901,-3.5625,0.7234,0.7234
-0.1954,-3.5618,0.7247,0.7247
-0.2007,-3.5611,0.7259,0.7259
-0.2060,-3.5604,0.7271,0.7271
-0.2112,-3.5599,0.7277,0.7277
-0.2164,-3.5595,0.7265,0.7265
-0.2215,-3.5592,0.7253,0.7253
-0.2265,-3.5591,0.7241,0.7241
-0.2315,-3.5591,0.7229,0.7229
-0.2365,-3.5592,0.7217,0.7217
-0.2415,-3.5593,0.7205,0.7205
-0.2464,-3.5595,0.7192,0.7192
-0.2513,-3.5597,0.7180,0.7180
-0.2562,-3.5599,0.7168,0.7168
-0.2612,-3.5600,0.7157,0.7157
-0.2661,-3.5601,0.7148,0.7148
-0.2711,-3.5602,0.7139,0.7139
-0.2761,-3.5602,0.7130,0.7130
-0.2811,-3.5602,0.7122,0.7122
-0.2861,-3.5602,0.7113,0.7113
-0.2911,-3.5602,0.7104,0.7104
-0.2961,-3.5601,0.7095,0.7095
-0.3012,-3.5601,0.7087,0.7087
-0.3062,-3.5600,0.7078,0.7078
-0.3112,-3.5600,0.7070,0.7070
-0.3162,-3.5600,0.7064,0.7064
-0.3212,-3.5599,0.7059,0.7059
-0.3262,-3.5599,0.7054,0.7054
-0.3312,-3.5599,0.7048,0.7048
-0.3362,-3.5599,0.7043,0.7043
-0.3412,-3.5600,0.7038,0.7038
-0.3462,-3.5600,0.7033,0.7033
-0.3512,-3.5600,0.7027,0.7027
-0.3562,-3.5600,0.7022,0.7022
-0.3612,-3.5600,0.7017,0.7017
-0.3662,-3.5600,0.7016,0.7016
-0.3712,-3.5600,0.7014,0.7014
-0.3762,-3.5600,0.7012,0.7012
-0.3812,-3.5600,0.7010,0.7010
-0.3862,-3.5600,0.7008,0.7008
-0.3912,-3.5600,0.7007,0.7007
-0.3962,-3.5600,0.7005,0.7005
-0.4012,-3.5600,0.7003,0.7003
-0.4062,-3.5600,0.7001,0.7001
-0.4112,-3.5600,0.7000,0.7000
-0.4162,-3.5600,0.7000,0.7000
-0.4212,-3.5600,0.7000,0.7000
-0.4262,-3.5600,0.7000,0.7000
-0.4312,-3.5600,0.7000,0.7000
-0.4362,-3.5600,0.7000,0.7000
-0.4412,-3.5600,0.7000,0.7000
-0.4462,-3.5600,0.7000,0.7000
-0.4512,-3.5600,0.7000,0.7000
-0.4562,-3.5600,0.7000,0.7000
-0.4612,-3.5600,0.7000,0.7000
-0.4662,-3.5600,0.7000,0.7000
-0.4712,-3.5600,0.7000,0.7000
-0.4762,-3.5600,0.7000,0.7000
-0.4812,-3.5601,0.7000,0.7000
-0.4862,-3.5601,0.7000,0.7000
-0.4912,-3.5601,0.7000,0.7000
-0.4962,-3.5601,0.7000,0.7000
-0.5012,-3.5600,0.7000,0.7000
-0.5062,-3.5600,0.7000,0.7000
-0.5112,-3.5600,0.7000,0.7000
-0.5163,-3.5599,0.7000,0.7000
-0.5213,-3.5599,0.7000,0.7000
-0.5263,-3.5598,0.7000,0.7000
-0.5313,-3.5598,0.7000,0.7000
-0.5363,-3.5598,0.7000,0.7000
-0.5413,-3.5598,0.7000,0.7000
-0.5463,-3.5598,0.7000,0.7000
-0.5513,-3.5598,0.7000,0.7000
-0.5563,-3.5599,0.7000,0.7000
-0.5612,-3.5600,0.7000,0.7000
-0.5662,-3.5602,0.7000,0.7000
-0.5711,-3.5604,0.7000,0.7000
-0.5760,-3.5606,0.7000,0.7000
-0.5809,-3.5607,0.7000,0.7000
-0.5859,-3.5608,0.7000,0.7000
-0.5909,-3.5609,0.7000,0.7000
-0.5959,-3.5608,0.7000,0.7000
-0.6010,-3.5607,0.7000,0.7000
-0.6061,-3.5603,0.7000,0.7000
-0.6113,-3.5599,0.7000,0.7000
-0.6166,-3.5592,0.7000,0.7000
-0.6219,-3.5585,0.7000,0.7000
-0.6272,-3.5578,0.7000,0.7000
-0.6324,-3.5572,0.7000,0.7000
-0.6376,-3.5568,0.7000,0.7000
-0.6426,-3.5567,0.7000,0.7000
-0.6475,-3.5569,0.7000,0.7000
-0.6523,-3.5576,0.7000,0.7000
-0.6568,-3.5587,0.7000,0.7000
-0.6611,-3.5605,0.7009,0.7009
-0.6651,-3.5629,0.7044,0.7044
-0.6688,-3.5659,0.7080,0.7080
-0.6724,-3.5694,0.7115,0.7115
-0.6758,-3.5732,0.7150,0.7150
-0.6791,-3.5772,0.7186,0.7186
-0.6824,-3.5815,0.7221,0.7221
-0.6856,-3.5858,0.7257,0.7257
-0.6888,-3.5901,0.7292,0.7292
-0.6921,-3.5943,0.7327,0.7327
-0.6954,-3.5983,0.7363,0.7363
-0.6989,-3.6020,0.7398,0.7398
-0.7025,-3.6052,0.7433,0.7433
-0.7064,-3.6080,0.7469,0.7469
-0.7105,-3.6102,0.7500,0.7500
-0.7148,-3.6118,0.7502,0.7502
-0.7194,-3.6127,0.7504,0.7504
-0.7242,-3.6132,0.7505,0.7505
-0.7292,-3.6133,0.7507,0.7507
-0.7343,-3.6130,0.7509,0.7509
-0.7395,-3.6126,0.7510,0.7510
-0.7448,-3.6119,0.7512,0.7512
-0.7501,-3.6112,0.7514,0.7514
-0.7554,-3.6105,0.7515,0.7515
-0.7606,-3.6099,0.7517,0.7517
-0.7658,-3.6095,0.7522,0.7522
-0.7709,-3.6093,0.7527,0.7527
-0.7759,-3.6091,0.7532,0.7532
-0.7810,-3.6091,0.7537,0.7537
-0.7859,-3.6092,0.7542,0.7542
-0.7909,-3.6093,0.7547,0.7547
-0.7958,-3.6095,0.7552,0.7552
-0.8007,-3.6097,0.7557,0.7557
-0.8057,-3.6099,0.7562,0.7562
-0.8106,-3.6100,0.7567,0.7567
-0.8155,-3.6101,0.7576,0.7576
-0.8205,-3.6102,0.7584,0.7584
-0.8255,-3.6102,0.7592,0.7592
-0.8305,-3.6102,0.7600,0.7600
-0.8355,-3.6102,0.7608,0.7608
-0.8405,-3.6102,0.7617,0.7617
-0.8455,-3.6101,0.7625,0.7625
-0.8506,-3.6101,0.7633,0.7633
-0.8556,-3.6100,0.7641,0.7641
-0.8606,-3.6100,0.7650,0.7650
-0.8656,-3.6100,0.7661,0.7661
-0.8706,-3.6099,0.7673,0.7673
-0.8756,-3.6099,0.7684,0.7684
-0.8806,-3.6099,0.7695,0.7695
-0.8856,-3.6099,0.7707,0.7707
-0.8906,-3.6100,0.7718,0.7718
-0.8956,-3.6100,0.7729,0.7729
-0.9006,-3.6100,0.7741,0.7741
-0.9056,-3.6100,0.7752,0.7752
-0.9106,-3.6100,0.7764,0.7764
-0.9156,-3.6100,0.7778,0.7778
-0.9206,-3.6100,0.7793,0.7793
-0.9256,-3.6100,0.7807,0.7807
-0.9306,-3.6100,0.7821,0.7821
-0.9356,-3.6100,0.7836,0.7836
-0.9406,-3.6100,0.7850,0.7850
-0.9456,-3.6100,0.7864,0.7864
-0.9506,-3.6100,0.7879,0.7879
-0.9556,-3.6100,0.7893,0.7893
-0.9606,-3.6100,0.7908,0.7908
-0.9656,-3.6100,0.7923,0.7923
-0.9706,-3.6100,0.7939,0.7939
-0.9756,-3.6100,0.7955,0.7955
-0.9806,-3.6100,0.7970,0.7970
-0.9856,-3.6100,0.7986,0.7986
-0.9906,-3.6100,0.8002,0.8002
-0.9956,-3.6100,0.8017,0.8017
-1.0006,-3.6100,0.8033,0.8033
-1.0056,-3.6100,0.8049,0.8049
-1.0106,-3.6100,0.8063,0.8063
-1.0156,-3.6100,0.8071,0.8071
-1.0206,-3.6100,0.8079,0.8079
-1.0256,-3.6100,0.8086,0.8086
-1.0306,-3.6100,0.8094,0.8094
-1.0356,-3.6100,0.8102,0.8102
-1.0406,-3.6100,0.8110,0.8110
-1.0456,-3.6100,0.8117,0.8117
-1.0506,-3.6100,0.8125,0.8125
-1.0556,-3.6100,0.8133,0.8133
-1.0606,-3.6100,0.8141,0.8141
-1.0656,-3.6100,0.8151,0.8151
-1.0706,-3.6100,0.8162,0.8162
-1.0756,-3.6100,0.8173,0.8173
-1.0806,-3.6100,0.8184,0.8184
-1.0856,-3.6100,0.8194,0.8194
-1.0906,-3.6100,0.8205,0.8205
-1.0957,-3.6100,0.8216,0.8216
-1.1007,-3.6100,0.8226,0.8226
-1.1057,-3.6100,0.8237,0.8237
-1.1107,-3.6100,0.8248,0.8248
-1.1157,-3.6100,0.8262,0.8262
-1.1207,-3.6100,0.8275,0.8275
-1.1257,-3.6100,0.8289,0.8289
-1.1307,-3.6100,0.8302,0.8302
-1.1357,-3.6100,0.8316,0.8316
-1.1407,-3.6100,0.8329,0.8329
-1.1457,-3.6100,0.8343,0.8343
-1.1507,-3.6100,0.8356,0.8356
-1.1557,-3.6100,0.8370,0.8370
-1.1607,-3.6100,0.8382,0.8382
-1.1657,-3.6100,0.8382,0.8382
-1.1707,-3.6100,0.8382,0.8382
-1.1757,-3.6100,0.8382,0.8382
-1.1806,-3.6099,0.8382,0.8382
-1.1856,-3.6099,0.8382,0.8382
-1.1906,-3.6099,0.8382,0.8382
-1.1956,-3.6099,0.8382,0.8382
-1.2007,-3.6100,0.8382,0.8382
-1.2057,-3.6100,0.8382,0.8382
-1.2107,-3.6100,0.8380,0.8380
-1.2157,-3.6100,0.8366,0.8366
-1.2207,-3.6101,0.8353,0.8353
-1.2257,-3.6101,0.8339,0.8339
-1.2308,-3.6102,0.8326,0.8326
-1.2358,-3.6102,0.8312,0.8312
-1.2408,-3.6102,0.8298,0.8298
-1.2458,-3.6102,0.8285,0.8285
-1.2508,-3.6102,0.8271,0.8271
-1.2557,-3.6101,0.8258,0.8258
-1.2607,-3.6100,0.8245,0.8245
-1.2656,-3.6098,0.8234,0.8234
-1.2705,-3.6096,0.8223,0.8223
-1.2755,-3.6095,0.8213,0.8213
-1.2804,-3.6093,0.8202,0.8202
-1.2854,-3.6092,0.8191,0.8191
-1.2903,-3.6091,0.8181,0.8181
-1.2954,-3.6092,0.8170,0.8170
-1.3004,-3.6093,0.8159,0.8159
-1.3055,-3.6096,0.8149,0.8149
-1.3107,-3.6101,0.8138,0.8138
-1.3160,-3.6107,0.8131,0.8131
-1.3213,-3.6114,0.8123,0.8123
-1.3265,-3.6120,0.8115,0.8115
-1.3318,-3.6126,0.8107,0.8107
-1.3370,-3.6131,0.8100,0.8100
-1.3420,-3.6132,0.8092,0.8092
-1.3470,-3.6131,0.8084,0.8084
-1.3517,-3.6125,0.8077,0.8077
-1.3563,-3.6114,0.8069,0.8069
-1.3606,-3.6097,0.8067,0.8067
-1.3646,-3.6074,0.8099,0.8099
-1.3684,-3.6045,0.8131,0.8131
-1.3721,-3.6012,0.8163,0.8163
-1.3755,-3.5975,0.8195,0.8195
-1.3789,-3.5935,0.8227,0.8227
-1.3821,-3.5893,0.8259,0.8259
-1.3854,-3.5850,0.8291,0.8291
-1.3886,-3.5808,0.8323,0.8323
-1.3919,-3.5765,0.8355,0.8355
-1.3952,-3.5725,0.8387,0.8387
-1.3986,-3.5688,0.8419,0.8419
-1.4022,-3.5654,0.8451,0.8451
-1.4060,-3.5624,0.8483,0.8483
-1.4100,-3.5600,0.8515,0.8515
-1.4143,-3.5582,0.8513,0.8513
-1.4188,-3.5570,0.8512,0.8512
-1.4235,-3.5562,0.8510,0.8510
-1.4283,-3.5560,0.8509,0.8509
-1.4334,-3.5561,0.8507,0.8507
-1.4386,-3.5565,0.8506,0.8506
-1.4438,-3.5571,0.8504,0.8504
-1.4492,-3.5580,0.8503,0.8503
-1.4546,-3.5590,0.8501,0.8501
-1.4600,-3.5600,0.8500,0.8500
-1.4655,-3.5610,0.8500,0.8500
-1.4709,-3.5620,0.8500,0.8500
-1.4762,-3.5628,0.8500,0.8500
-1.4815,-3.5635,0.8500,0.8500
-1.4866,-3.5639,0.8500,0.8500
-1.4917,-3.5640,0.8500,0.8500
-1.4966,-3.5637,0.8500,0.8500
-1.5013,-3.5630,0.8500,0.8500
-1.5058,-3.5618,0.8500,0.8500
-1.5100,-3.5600,0.8500,0.8500
-1.5140,-3.5576,0.8526,0.8526
-1.5178,-3.5547,0.8551,0.8551
-1.5215,-3.5514,0.8577,0.8577
-1.5249,-3.5477,0.8602,0.8602
-1.5283,-3.5437,0.8627,0.8627
-1.5316,-3.5395,0.8653,0.8653
-1.5348,-3.5353,0.8678,0.8678
-1.5380,-3.5310,0.8704,0.8704
-1.5413,-3.5269,0.8729,0.8729
-1.5447,-3.5229,0.8755,0.8755
-1.5481,-3.5191,0.8780,0.8780
-1.5517,-3.5157,0.8806,0.8806
-1.5555,-3.5127,0.8831,0.8831
-1.5595,-3.5103,0.8857,0.8857
-1.5637,-3.5084,0.8849,0.8849
-1.5681,-3.5071,0.8836,0.8836
-1.5728,-3.5063,0.8823,0.8823
-1.5777,-3.5060,0.8811,0.8811
-1.5827,-3.5060,0.8798,0.8798
-1.5878,-3.5064,0.8785,0.8785
-1.5931,-3.5070,0.8772,0.8772
-1.5984,-3.5078,0.8759,0.8759
-1.6038,-3.5088,0.8747,0.8747
-1.6093,-3.5099,0.8734,0.8734
-1.6147,-3.5109,0.8716,0.8716
-1.6202,-3.5120,0.8697,0.8697
-1.6255,-3.5129,0.8678,0.8678
-1.6309,-3.5136,0.8659,0.8659
-1.6361,-3.5141,0.8641,0.8641
-1.6411,-3.5143,0.8622,0.8622
-1.6460,-3.5140,0.8603,0.8603
-1.6507,-3.5133,0.8584,0.8584
-1.6552,-3.5121,0.8565,0.8565
-1.6595,-3.5103,0.8546,0.8546
-1.6634,-3.5078,0.8563,0.8563
-1.6672,-3.5047,0.8586,0.8586
-1.6707,-3.5012,0.8608,0.8608
-1.6741,-3.4973,0.8631,0.8631
-1.6774,-3.4931,0.8653,0.8653
-1.6805,-3.4887,0.8675,0.8675
-1.6837,-3.4843,0.8698,0.8698
-1.6869,-3.4799,0.8720,0.8720
-1.6901,-3.4757,0.8742,0.8742
-1.6935,-3.4717,0.8765,0.8765
-1.6970,-3.4681,0.8787,0.8787
-1.7007,-3.4649,0.8809,0.8809
-1.7046,-3.4623,0.8832,0.8832
-1.7088,-3.4604,0.8854,0.8854
-1.7133,-3.4592,0.8851,0.8851
-1.7181,-3.4587,0.8838,0.8838
-1.7232,-3.4588,0.8825,0.8825
-1.7283,-3.4592,0.8812,0.8812
-1.7336,-3.4598,0.8799,0.8799
-1.7389,-3.4605,0.8787,0.8787
-1.7441,-3.4610,0.8774,0.8774
-1.7492,-3.4613,0.8761,0.8761
-1.7541,-3.4611,0.8748,0.8748
-1.7588,-3.4603,0.8736,0.8736
-1.7632,-3.4588,0.8752,0.8752
-1.7672,-3.4566,0.8780,0.8780
-1.7711,-3.4537,0.8808,0.8808
-1.7747,-3.4503,0.8836,0.8836
-1.7781,-3.4465,0.8863,0.8863
-1.7814,-3.4424,0.8891,0.8891
-1.7846,-3.4381,0.8919,0.8919
-1.7878,-3.4337,0.8947,0.8947
-1.7909,-3.4293,0.8974,0.8974
-1.7942,-3.4250,0.9002,0.9002
-1.7975,-3.4209,0.9030,0.9030
-1.8009,-3.4171,0.9057,0.9057
-1.8045,-3.4138,0.9085,0.9085
-1.8084,-3.4110,0.9113,0.9113
-1.8125,-3.4088,0.9118,0.9118
-1.8168,-3.4072,0.9107,0.9107
-1.8214,-3.4062,0.9096,0.9096
-1.8262,-3.4058,0.9084,0.9084
-1.8312,-3.4057,0.9073,0.9073
-1.8363,-3.4060,0.9062,0.9062
-1.8416,-3.4066,0.9051,0.9051
-1.8469,-3.4075,0.9040,0.9040
-1.8523,-3.4085,0.9029,0.9029
-1.8578,-3.4096,0.9018,0.9018
-1.8633,-3.4107,0.9005,0.9005
-1.8687,-3.4117,0.8989,0.8989
-1.8741,-3.4127,0.8974,0.8974
-1.8794,-3.4135,0.8959,0.8959
-1.8847,-3.4140,0.8943,0.8943
-1.8898,-3.4143,0.8928,0.8928
-1.8947,-3.4141,0.8912,0.8912
-1.8995,-3.4136,0.8897,0.8897
-1.9040,-3.4125,0.8882,0.8882
-1.9083,-3.4108,0.8866,0.8866
-1.9124,-3.4086,0.8875,0.8875
-1.9162,-3.4057,0.8901,0.8901
-1.9198,-3.4023,0.8926,0.8926
-1.9232,-3.3985,0.8952,0.8952
-1.9265,-3.3944,0.8977,0.8977
-1.9298,-3.3901,0.9002,0.9002
-1.9330,-3.3857,0.9028,0.9028
-1.9361,-3.3814,0.9053,0.9053
-1.9394,-3.3771,0.9079,0.9079
-1.9427,-3.3730,0.9104,0.9104
-1.9461,-3.3693,0.9130,0.9130
-1.9498,-3.3659,0.9155,0.9155
-1.9536,-3.3631,0.9180,0.9180
-1.9577,-3.3609,0.9206,0.9206
-1.9621,-3.3594,0.9215,0.9215
-1.9667,-3.3586,0.9206,0.9206
-1.9716,-3.3584,0.9196,0.9196
-1.9767,-3.3586,0.9187,0.9187
-1.9819,-3.3590,0.9177,0.9177
-1.9871,-3.3596,0.9167,0.9167
-1.9924,-3.3602,0.9158,0.9158
-1.9976,-3.3606,0.9148,0.9148
-2.0026,-3.3607,0.9139,0.9139
-2.0075,-3.3604,0.9129,0.9129
-2.0121,-3.3595,0.9136,0.9136
-2.0165,-3.3580,0.9162,0.9162
-2.0206,-3.3559,0.9187,0.9187
-2.0245,-3.3533,0.9213,0.9213
-2.0283,-3.3502,0.9239,0.9239
-2.0318,-3.3467,0.9264,0.9264
-2.0353,-3.3430,0.9290,0.9290
-2.0386,-3.3389,0.9316,0.9316
-2.0418,-3.3347,0.9341,0.9341
-2.0450,-3.3304,0.9367,0.9367
-2.0482,-3.3259,0.9393,0.9393
-2.0514,-3.3215,0.9418,0.9418
-2.0545,-3.3171,0.9444,0.9444
-2.0578,-3.3128,0.9469,0.9469
-2.0611,-3.3087,0.9495,0.9495
-2.0645,-3.3048,0.9518,0.9518
-2.0679,-3.3011,0.9542,0.9542
-2.0714,-3.2975,0.9566,0.9566
-2.0750,-3.2940,0.9590,0.9590
-2.0786,-3.2907,0.9614,0.9614
-2.0822,-3.2874,0.9637,0.9637
-2.0859,-3.2841,0.9661,0.9661
-2.0895,-3.2808,0.9685,0.9685
-2.0931,-3.2775,0.9709,0.9709
-2.0967,-3.2741,0.9733,0.9733
-2.1003,-3.2706,0.9756,0.9756
-2.1038,-3.2670,0.9780,0.9780
-2.1072,-3.2632,0.9804,0.9804
-2.1106,-3.2593,0.9827,0.9827
-2.1139,-3.2551,0.9849,0.9849
-2.1171,-3.2508,0.9870,0.9870
-2.1203,-3.2465,0.9891,0.9891
-2.1235,-3.2421,0.9912,0.9912
-2.1267,-3.2377,0.9934,0.9934
-2.1299,-3.2334,0.9955,0.9955
-2.1332,-3.2293,0.9976,0.9976
-2.1366,-3.2254,0.9998,0.9998
-2.1401,-3.2218,1.0019,1.0019
-2.1438,-3.2186,1.0040,1.0040
-2.1476,-3.2157,1.0061,1.0061
-2.1516,-3.2132,1.0083,1.0083
-2.1558,-3.2113,1.0104,1.0104
-2.1602,-3.2100,1.0124,1.0124
-2.1649,-3.2092,1.0107,1.0107
-2.1698,-3.2089,1.0091,1.0091
-2.1748,-3.2091,1.0075,1.0075
-2.1799,-3.2094,1.0059,1.0059
-2.1851,-3.2099,1.0043,1.0043
-2.1903,-3.2104,1.0026,1.0026
-2.1955,-3.2108,1.0010,1.0010
-2.2006,-3.2109,0.9994,0.9994
-2.2055,-3.2107,0.9978,0.9978
-2.2102,-3.2100,0.9964,0.9964
-2.2147,-3.2086,0.9988,0.9988
-2.2190,-3.2068,1.0012,1.0012
-2.2231,-3.2044,1.0037,1.0037
-2.2269,-3.2016,1.0061,1.0061
-2.2307,-3.1983,1.0086,1.0086
-2.2342,-3.1948,1.0110,1.0110
-2.2377,-3.1909,1.0135,1.0135
-2.2410,-3.1868,1.0159,1.0159
-2.2443,-3.1826,1.0183,1.0183
-2.2474,-3.1782,1.0208,1.0208
-2.2505,-3.1737,1.0232,1.0232
-2.2536,-3.1692,1.0257,1.0257
-2.2567,-3.1648,1.0281,1.0281
-2.2597,-3.1604,1.0305,1.0305
-2.2628,-3.1562,1.0332,1.0332
-2.2659,-3.1521,1.0359,1.0359
-2.2690,-3.1481,1.0386,1.0386
-2.2722,-3.1443,1.0413,1.0413
-2.2755,-3.1405,1.0440,1.0440
-2.2788,-3.1369,1.0467,1.0467
-2.2822,-3.1334,1.0494,1.0494
-2.2857,-3.1299,1.0521,1.0521
-2.2893,-3.1266,1.0548,1.0548
-2.2930,-3.1233,1.0575,1.0575
-2.2968,-3.1201,1.0602,1.0602
-2.3007,-3.1169,1.0629,1.0629
-2.3048,-3.1138,1.0656,1.0656
-2.3090,-3.1107,1.0683,1.0683
-2.3134,-3.1077,1.0684,1.0684
-2.3179,-3.1046,1.0677,1.0677
-2.3224,-3.1016,1.0670,1.0670
-2.3269,-3.0985,1.0664,1.0664
-2.3314,-3.0954,1.0657,1.0657
-2.3358,-3.0922,1.0650,1.0650
-2.3400,-3.0889,1.0644,1.0644
-2.3440,-3.0855,1.0637,1.0637
-2.3476,-3.0820,1.0631,1.0631
-2.3510,-3.0783,1.0624,1.0624
-2.3539,-3.0745,1.0617,1.0617
-2.3563,-3.0705,1.0611,1.0611
-2.3583,-3.0662,1.0604,1.0604
-2.3597,-3.0617,1.0597,1.0597
-2.3604,-3.0570,1.0601,1.0601
-2.3606,-3.0520,1.0610,1.0610
-2.3603,-3.0469,1.0620,1.0620
-2.3598,-3.0417,1.0629,1.0629
-2.3592,-3.0365,1.0638,1.0638
-2.3586,-3.0312,1.0648,1.0648
-2.3582,-3.0260,1.0657,1.0657
-2.3581,-3.0210,1.0667,1.0667
-2.3584,-3.0162,1.0676,1.0676
-2.3594,-3.0116,1.0685,1.0685
-2.3612,-3.0073,1.0672,1.0672
-2.3637,-3.0034,1.0645,1.0645
-2.3668,-2.9997,1.0618,1.0618
-2.3705,-2.9962,1.0591,1.0591
-2.3745,-2.9929,1.0564,1.0564
-2.3789,-2.9897,1.0537,1.0537
-2.3833,-2.9865,1.0510,1.0510
-2.3878,-2.9834,1.0483,1.0483
-2.3923,-2.9802,1.0456,1.0456
-2.3965,-2.9770,1.0429,1.0429
-2.4005,-2.9736,1.0402,1.0402
-2.4039,-2.9700,1.0375,1.0375
-2.4069,-2.9663,1.0348,1.0348
-2.4091,-2.9622,1.0321,1.0321
-2.4106,-2.9578,1.0314,1.0314
-2.4113,-2.9531,1.0328,1.0328
-2.4115,-2.9481,1.0341,1.0341
-2.4111,-2.9430,1.0354,1.0354
-2.4106,-2.9378,1.0367,1.0367
-2.4099,-2.9325,1.0381,1.0381
-2.4093,-2.9272,1.0394,1.0394
-2.4089,-2.9221,1.0407,1.0407
-2.4089,-2.9171,1.0420,1.0420
-2.4094,-2.9123,1.0434,1.0434
-2.4107,-2.9078,1.0429,1.0429
-2.4128,-2.9037,1.0407,1.0407
-2.4155,-2.8998,1.0385,1.0385
-2.4188,-2.8962,1.0362,1.0362
-2.4225,-2.8927,1.0340,1.0340
-2.4265,-2.8894,1.0317,1.0317
-2.4308,-2.8861,1.0295,1.0295
-2.4352,-2.8830,1.0273,1.0273
-2.4396,-2.8798,1.0250,1.0250
-2.4440,-2.8766,1.0228,1.0228
-2.4481,-2.8733,1.0206,1.0206
-2.4520,-2.8699,1.0183,1.0183
-2.4555,-2.8663,1.0161,1.0161
-2.4584,-2.8626,1.0139,1.0139
-2.4608,-2.8585,1.0131,1.0131
-2.4624,-2.8542,1.0149,1.0149
-2.4636,-2.8497,1.0167,1.0167
-2.4641,-2.8449,1.0186,1.0186
-2.4643,-2.8400,1.0204,1.0204
-2.4641,-2.8349,1.0223,1.0223
-2.4635,-2.8297,1.0241,1.0241
-2.4627,-2.8243,1.0259,1.0259
-2.4618,-2.8189,1.0278,1.0278
-2.4607,-2.8135,1.0296,1.0296
-2.4596,-2.8081,1.0315,1.0315
-2.4586,-2.8026,1.0335,1.0335
-2.4576,-2.7972,1.0356,1.0356
-2.4568,-2.7919,1.0376,1.0376
-2.4562,-2.7866,1.0397,1.0397
-2.4559,-2.7815,1.0417,1.0417
-2.4560,-2.7765,1.0438,1.0438
-2.4564,-2.7717,1.0458,1.0458
-2.4573,-2.7671,1.0478,1.0478
-2.4588,-2.7627,1.0499,1.0499
-2.4608,-2.7585,1.0506,1.0506
-2.4634,-2.7546,1.0491,1.0491
-2.4666,-2.7509,1.0476,1.0476
-2.4701,-2.7474,1.0461,1.0461
-2.4740,-2.7440,1.0445,1.0445
-2.4781,-2.7407,1.0430,1.0430
-2.4823,-2.7374,1.0415,1.0415
-2.4866,-2.7342,1.0399,1.0399
-2.4909,-2.7310,1.0384,1.0384
-2.4950,-2.7277,1.0369,1.0369
-2.4989,-2.7243,1.0353,1.0353
-2.5025,-2.7208,1.0338,1.0338
-2.5056,-2.7171,1.0323,1.0323
-2.5083,-2.7132,1.0308,1.0308
-2.5104,-2.7091,1.0300,1.0300
-2.5119,-2.7047,1.0322,1.0322
-2.5128,-2.7000,1.0344,1.0344
-2.5132,-2.6952,1.0365,1.0365
-2.5132,-2.6902,1.0387,1.0387
-2.5129,-2.6851,1.0409,1.0409
-2.5124,-2.6799,1.0430,1.0430
-2.5118,-2.6746,1.0452,1.0452
-2.5111,-2.6694,1.0473,1.0473
-2.5104,-2.6641,1.0495,1.0495
-2.5099,-2.6588,1.0512,1.0512
-2.5095,-2.6537,1.0512,1.0512
-2.5093,-2.6486,1.0512,1.0512
-2.5092,-2.6435,1.0512,1.0512
-2.5091,-2.6385,1.0512,1.0512
-2.5092,-2.6336,1.0512,1.0512
-2.5094,-2.6286,1.0512,1.0512
-2.5095,-2.6237,1.0512,1.0512
-2.5097,-2.6188,1.0512,1.0512
-2.5099,-2.6138,1.0512,1.0512
-2.5100,-2.6089,1.0507,1.0507
-2.5101,-2.6039,1.0487,1.0487
-2.5102,-2.5990,1.0467,1.0467
-2.5102,-2.5940,1.0446,1.0446
-2.5102,-2.5890,1.0426,1.0426
-2.5102,-2.5840,1.0405,1.0405
-2.5102,-2.5789,1.0385,1.0385
-2.5101,-2.5739,1.0364,1.0364
-2.5101,-2.5689,1.0344,1.0344
-2.5100,-2.5639,1.0324,1.0324
-2.5100,-2.5589,1.0304,1.0304
-2.5100,-2.5539,1.0285,1.0285
-2.5100,-2.5489,1.0267,1.0267
-2.5100,-2.5439,1.0249,1.0249
-2.5100,-2.5389,1.0230,1.0230
-2.5100,-2.5339,1.0212,1.0212
-2.5100,-2.5289,1.0193,1.0193
-2.5100,-2.5239,1.0175,1.0175
-2.5100,-2.5189,1.0157,1.0157
-2.5100,-2.5139,1.0138,1.0138
-2.5100,-2.5089,1.0121,1.0121
-2.5100,-2.5038,1.0104,1.0104
-2.5099,-2.4988,1.0088,1.0088
-2.5099,-2.4938,1.0072,1.0072
-2.5098,-2.4888,1.0056,1.0056
-2.5098,-2.4838,1.0040,1.0040
-2.5098,-2.4788,1.0023,1.0023
-2.5098,-2.4738,1.0007,1.0007
-2.5098,-2.4688,0.9991,0.9991
-2.5099,-2.4638,0.9975,0.9975
-2.5100,-2.4589,0.9959,0.9959
-2.5102,-2.4539,0.9945,0.9945
-2.5104,-2.4490,0.9931,0.9931
-2.5106,-2.4441,0.9918,0.9918
-2.5107,-2.4392,0.9904,0.9904
-2.5108,-2.4342,0.9890,0.9890
-2.5109,-2.4292,0.9876,0.9876
-2.5108,-2.4242,0.9862,0.9862
-2.5107,-2.4191,0.9848,0.9848
-2.5103,-2.4140,0.9834,0.9834
