x,y,w_r,w_l
8.1040,-0.2132,0.9000,0.9000
8.1089,-0.2133,0.9000,0.9000
8.1140,-0.2131,0.9000,0.9000
8.1192,-0.2126,0.9000,0.9000
8.1245,-0.2119,0.9000,0.9000
8.1298,-0.2112,0.9000,0.9000
8.1351,-0.2106,0.9000,0.9000
8.1403,-0.2100,0.9000,0.9000
8.1455,-0.2095,0.9000,0.9000
8.1506,-0.2093,0.9000,0.9000
8.1557,-0.2091,0.9000,0.9000
8.1607,-0.2091,0.9000,0.9000
8.1657,-0.2092,0.9000,0.9000
8.1706,-0.2093,0.9000,0.9000
8.1755,-0.2095,0.9000,0.9000
8.1805,-0.2097,0.9000,0.9000
8.1854,-0.2099,0.9000,0.9000
8.1903,-0.2100,0.9000,0.9000
8.1953,-0.2101,0.9000,0.9000
8.2003,-0.2102,0.9000,0.9000
8.2052,-0.2102,0.9000,0.9000
8.2102,-0.2102,0.9000,0.9000
8.2152,-0.2102,0.9000,0.9000
8.2203,-0.2102,0.9000,0.9000
8.2253,-0.2101,0.9000,0.9000
8.2303,-0.2101,0.9000,0.9000
8.2353,-0.2100,0.9000,0.9000
8.2403,-0.2100,0.9000,0.9000
8.2453,-0.2100,0.9000,0.9000
8.2503,-0.2100,0.9000,0.9000
8.2553,-0.2100,0.9000,0.9000
8.2603,-0.2100,0.9000,0.9000
8.2653,-0.2100,0.9000,0.9000
8.2703,-0.2100,0.9000,0.9000
8.2753,-0.2100,0.9000,0.9000
8.2803,-0.2100,0.9000,0.9000
8.2853,-0.2100,0.9000,0.9000
8.2903,-0.2100,0.9000,0.9000
8.2954,-0.2100,0.9000,0.9000
8.3004,-0.2099,0.9000,0.9000
8.3054,-0.2099,0.9000,0.9000
8.3104,-0.2098,0.9000,0.9000
8.3154,-0.2098,0.9000,0.9000
8.3204,-0.2098,0.9000,0.9000
8.3254,-0.2098,0.9000,0.9000
8.3304,-0.2098,0.9000,0.9000
8.3354,-0.2099,0.9000,0.9000
8.3404,-0.2100,0.9000,0.9000
8.3453,-0.2102,0.9000,0.9000
8.3502,-0.2104,0.9000,0.9000
8.3551,-0.2105,0.9000,0.9000
8.3601,-0.2107,0.9000,0.9000
8.3650,-0.2108,0.9000,0.9000
8.3700,-0.2109,0.9000,0.9000
8.3750,-0.2108,0.9000,0.9000
8.3801,-0.2107,0.9000,0.9000
8.3852,-0.2104,0.9000,0.9000
8.3904,-0.2100,0.9000,0.9000
8.3956,-0.2094,0.9000,0.9000
8.4009,-0.2087,0.9000,0.9000
8.4062,-0.2080,0.9000,0.9000
8.4115,-0.2073,0.9000,0.9000
8.4167,-0.2069,0.9000,0.9000
8.4217,-0.2067,0.9000,0.9000
8.4267,-0.2068,0.9000,0.9000
8.4315,-0.2074,0.9000,0.9000
8.4360,-0.2085,0.9000,0.9000
8.4403,-0.2101,0.9003,0.9003
8.4444,-0.2125,0.9038,0.9038
8.4482,-0.2154,0.9073,0.9073
8.4518,-0.2187,0.9109,0.9109
8.4552,-0.2225,0.9144,0.9144
8.4586,-0.2265,0.9179,0.9179
8.4618,-0.2307,0.9215,0.9215
8.4650,-0.2350,0.9250,0.9250
8.4682,-0.2393,0.9286,0.9286
8.4715,-0.2436,0.9321,0.9321
8.4748,-0.2476,0.9356,0.9356
8.4783,-0.2513,0.9392,0.9392
8.4819,-0.2547,0.9427,0.9427
8.4857,-0.2576,0.9462,0.9462
8.4897,-0.2599,0.9498,0.9498
8.4940,-0.2615,0.9500,0.9500
8.4986,-0.2626,0.9500,0.9500
8.5034,-0.2632,0.9500,0.9500
8.5083,-0.2633,0.9500,0.9500
8.5134,-0.2631,0.9500,0.9500
8.5186,-0.2627,0.9500,0.9500
8.5238,-0.2620,0.9500,0.9500
8.5291,-0.2613,0.9500,0.9500
8.5344,-0.2606,0.9500,0.9500
8.5397,-0.2600,0.9500,0.9500
8.5449,-0.2596,0.9500,0.9500
8.5500,-0.2593,0.9500,0.9500
8.5550,-0.2592,0.9500,0.9500
8.5601,-0.2591,0.9500,0.9500
8.5650,-0.2592,0.9500,0.9500
8.5700,-0.2593,0.9500,0.9500
8.5749,-0.2595,0.9500,0.9500
8.5798,-0.2596,0.9500,0.9500
8.5848,-0.2598,0.9500,0.9500
8.5897,-0.2600,0.9500,0.9500
8.5947,-0.2601,0.9500,0.9500
8.5996,-0.2602,0.9500,0.9500
8.6046,-0.2602,0.9500,0.9500
8.6096,-0.2602,0.9500,0.9500
8.6146,-0.2602,0.9500,0.9500
8.6196,-0.2602,0.9500,0.9500
8.6246,-0.2601,0.9500,0.9500
8.6297,-0.2601,0.9500,0.9500
8.6347,-0.2600,0.9500,0.9500
8.6397,-0.2600,0.9500,0.9500
8.6447,-0.2600,0.9500,0.9500
8.6497,-0.2600,0.9500,0.9500
8.6547,-0.2599,0.9500,0.9500
8.6597,-0.2599,0.9500,0.9500
8.6647,-0.2599,0.9500,0.9500
8.6697,-0.2600,0.9500,0.9500
8.6747,-0.2600,0.9500,0.9500
8.6797,-0.2600,0.9500,0.9500
8.6847,-0.2600,0.9500,0.9500
8.6897,-0.2600,0.9500,0.9500
8.6947,-0.2600,0.9500,0.9500
8.6997,-0.2600,0.9500,0.9500
8.7047,-0.2600,0.9500,0.9500
8.7097,-0.2600,0.9500,0.9500
8.7147,-0.2600,0.9500,0.9500
8.7197,-0.2600,0.9500,0.9500
8.7247,-0.2600,0.9500,0.9500
8.7297,-0.2600,0.9500,0.9500
8.7347,-0.2600,0.9500,0.9500
8.7397,-0.2600,0.9500,0.9500
8.7447,-0.2600,0.9500,0.9500
8.7497,-0.2600,0.9500,0.9500
8.7547,-0.2600,0.9500,0.9500
8.7597,-0.2600,0.9500,0.9500
8.7647,-0.2601,0.9500,0.9500
8.7697,-0.2601,0.9500,0.9500
8.7747,-0.2601,0.9500,0.9500
8.7797,-0.2600,0.9500,0.9500
8.7847,-0.2600,0.9500,0.9500
8.7897,-0.2600,0.9500,0.9500
8.7948,-0.2600,0.9500,0.9500
8.7998,-0.2599,0.9500,0.9500
8.8048,-0.2599,0.9500,0.9500
8.8098,-0.2598,0.9500,0.9500
8.8148,-0.2598,0.9500,0.9500
8.8198,-0.2598,0.9500,0.9500
8.8248,-0.2598,0.9500,0.9500
8.8298,-0.2598,0.9500,0.9500
8.8348,-0.2599,0.9500,0.9500
8.8398,-0.2600,0.9500,0.9500
8.8447,-0.2601,0.9500,0.9500
8.8496,-0.2603,0.9500,0.9500
8.8545,-0.2605,0.9500,0.9500
8.8595,-0.2607,0.9500,0.9500
8.8644,-0.2608,0.9500,0.9500
8.8694,-0.2609,0.9500,0.9500
8.8744,-0.2608,0.9500,0.9500
8.8795,-0.2607,0.9500,0.9500
8.8846,-0.2604,0.9500,0.9500
8.8898,-0.2600,0.9500,0.9500
8.8950,-0.2594,0.9500,0.9500
8.9003,-0.2588,0.9500,0.9500
8.9056,-0.2581,0.9500,0.9500
8.9108,-0.2575,0.9500,0.9500
8.9160,-0.2570,0.9500,0.9500
8.9211,-0.2568,0.9500,0.9500
8.9261,-0.2569,0.9500,0.9500
8.9309,-0.2574,0.9500,0.9500
8.9355,-0.2584,0.9500,0.9500
8.9398,-0.2599,0.9500,0.9500
8.9439,-0.2621,0.9534,0.9534
8.9478,-0.2649,0.9569,0.9569
8.9514,-0.2681,0.9604,0.9604
8.9549,-0.2718,0.9640,0.9640
8.9583,-0.2757,0.9675,0.9675
8.9616,-0.2799,0.9711,0.9711
8.9648,-0.2841,0.9746,0.9746
8.9680,-0.2884,0.9781,0.9781
8.9713,-0.2926,0.9817,0.9817
8.9746,-0.2967,0.9852,0.9852
8.9780,-0.3005,0.9887,0.9887
8.9816,-0.3040,0.9923,0.9923
8.9853,-0.3071,0.9958,0.9958
8.9892,-0.3096,0.9993,0.9993
8.9934,-0.3115,0.9997,0.9997
8.9979,-0.3129,0.9993,0.9993
9.0025,-0.3137,0.9989,0.9989
9.0074,-0.3141,0.9986,0.9986
9.0124,-0.3141,0.9982,0.9982
9.0176,-0.3137,0.9978,0.9978
9.0228,-0.3131,0.9974,0.9974
9.0282,-0.3122,0.9971,0.9971
9.0336,-0.3113,0.9967,0.9967
9.0390,-0.3102,0.9963,0.9963
9.0445,-0.3091,0.9951,0.9951
9.0499,-0.3081,0.9937,0.9937
9.0553,-0.3071,0.9923,0.9923
9.0606,-0.3064,0.9909,0.9909
9.0658,-0.3059,0.9895,0.9895
9.0709,-0.3057,0.9882,0.9882
9.0758,-0.3059,0.9868,0.9868
9.0805,-0.3066,0.9854,0.9854
9.0850,-0.3078,0.9840,0.9840
9.0893,-0.3096,0.9826,0.9826
9.0932,-0.3121,0.9845,0.9845
9.0970,-0.3151,0.9872,0.9872
9.1005,-0.3186,0.9898,0.9898
9.1039,-0.3225,0.9925,0.9925
9.1072,-0.3267,0.9951,0.9951
9.1104,-0.3311,0.9978,0.9978
9.1135,-0.3355,1.0004,1.0004
9.1167,-0.3399,1.0031,1.0031
9.1200,-0.3441,1.0057,1.0057
9.1233,-0.3481,1.0084,1.0084
9.1268,-0.3518,1.0110,1.0110
9.1305,-0.3550,1.0137,1.0137
9.1344,-0.3576,1.0163,1.0163
9.1386,-0.3595,1.0190,1.0190
9.1431,-0.3607,1.0192,1.0192
9.1479,-0.3612,1.0184,1.0184
9.1529,-0.3612,1.0175,1.0175
9.1581,-0.3608,1.0166,1.0166
9.1633,-0.3602,1.0158,1.0158
9.1686,-0.3595,1.0149,1.0149
9.1738,-0.3590,1.0140,1.0140
9.1789,-0.3587,1.0132,1.0132
9.1839,-0.3589,1.0123,1.0123
9.1886,-0.3596,1.0115,1.0115
9.1930,-0.3611,1.0133,1.0133
9.1970,-0.3633,1.0164,1.0164
9.2008,-0.3662,1.0195,1.0195
9.2044,-0.3696,1.0225,1.0225
9.2079,-0.3734,1.0256,1.0256
9.2112,-0.3775,1.0287,1.0287
9.2144,-0.3818,1.0318,1.0318
9.2176,-0.3862,1.0349,1.0349
9.2207,-0.3907,1.0379,1.0379
9.2239,-0.3950,1.0410,1.0410
9.2273,-0.3990,1.0441,1.0441
9.2307,-0.4028,1.0472,1.0472
9.2343,-0.4061,1.0503,1.0503
9.2382,-0.4089,1.0533,1.0533
9.2423,-0.4111,1.0546,1.0546
9.2466,-0.4126,1.0542,1.0542
9.2513,-0.4135,1.0538,1.0538
9.2561,-0.4140,1.0535,1.0535
9.2611,-0.4140,1.0531,1.0531
9.2662,-0.4137,1.0528,1.0528
9.2715,-0.4131,1.0524,1.0524
9.2768,-0.4123,1.0521,1.0521
9.2822,-0.4114,1.0517,1.0517
9.2876,-0.4104,1.0514,1.0514
9.2929,-0.4095,1.0511,1.0511
9.2983,-0.4087,1.0510,1.0510
9.3036,-0.4080,1.0509,1.0509
9.3088,-0.4074,1.0508,1.0508
9.3139,-0.4071,1.0506,1.0506
9.3190,-0.4069,1.0505,1.0505
9.3239,-0.4071,1.0504,1.0504
9.3288,-0.4075,1.0503,1.0503
9.3335,-0.4082,1.0502,1.0502
9.3380,-0.4094,1.0501,1.0501
9.3424,-0.4109,1.0519,1.0519
9.3466,-0.4128,1.0555,1.0555
9.3506,-0.4151,1.0590,1.0590
9.3545,-0.4177,1.0625,1.0625
9.3583,-0.4207,1.0661,1.0661
9.3620,-0.4239,1.0696,1.0696
9.3655,-0.4274,1.0732,1.0732
9.3690,-0.4312,1.0767,1.0767
9.3723,-0.4351,1.0802,1.0802
9.3756,-0.4393,1.0838,1.0838
9.3788,-0.4436,1.0873,1.0873
9.3820,-0.4480,1.0908,1.0908
9.3851,-0.4526,1.0944,1.0944
9.3882,-0.4572,1.0979,1.0979
9.3912,-0.4619,1.1014,1.1014
9.3943,-0.4666,1.1050,1.1050
9.3974,-0.4713,1.1085,1.1085
9.4005,-0.4759,1.1121,1.1121
9.4036,-0.4804,1.1156,1.1156
9.4068,-0.4848,1.1191,1.1191
9.4101,-0.4890,1.1227,1.1227
9.4134,-0.4929,1.1262,1.1262
9.4169,-0.4965,1.1297,1.1297
9.4205,-0.4999,1.1333,1.1333
9.4243,-0.5028,1.1368,1.1368
9.4282,-0.5054,1.1403,1.1403
9.4324,-0.5075,1.1439,1.1439
9.4367,-0.5091,1.1474,1.1474
9.4412,-0.5102,1.1497,1.1497
9.4460,-0.5108,1.1488,1.1488
9.4510,-0.5109,1.1478,1.1478
9.4560,-0.5108,1.1468,1.1468
9.4612,-0.5104,1.1458,1.1458
9.4664,-0.5100,1.1448,1.1448
9.4716,-0.5095,1.1438,1.1438
9.4767,-0.5092,1.1429,1.1429
9.4817,-0.5092,1.1419,1.1419
9.4866,-0.5095,1.1409,1.1409
9.4912,-0.5103,1.1409,1.1409
9.4957,-0.5116,1.1435,1.1435
9.5000,-0.5134,1.1461,1.1461
9.5040,-0.5157,1.1487,1.1487
9.5079,-0.5184,1.1513,1.1513
9.5116,-0.5215,1.1539,1.1539
9.5152,-0.5249,1.1564,1.1564
9.5186,-0.5287,1.1590,1.1590
9.5219,-0.5327,1.1616,1.1616
9.5252,-0.5370,1.1642,1.1642
9.5283,-0.5415,1.1668,1.1668
9.5314,-0.5461,1.1694,1.1694
9.5344,-0.5509,1.1720,1.1720
9.5374,-0.5558,1.1746,1.1746
9.5404,-0.5606,1.1768,1.1768
9.5434,-0.5656,1.1764,1.1764
9.5463,-0.5704,1.1761,1.1761
9.5494,-0.5752,1.1757,1.1757
9.5524,-0.5799,1.1753,1.1753
9.5556,-0.5844,1.1749,1.1749
9.5588,-0.5887,1.1746,1.1746
9.5621,-0.5927,1.1742,1.1742
9.5656,-0.5964,1.1738,1.1738
9.5692,-0.5998,1.1734,1.1734
9.5729,-0.6028,1.1730,1.1730
9.5769,-0.6053,1.1727,1.1727
9.5810,-0.6074,1.1723,1.1723
9.5854,-0.6090,1.1719,1.1719
9.5900,-0.6100,1.1715,1.1715
9.5948,-0.6104,1.1710,1.1710
9.5998,-0.6104,1.1705,1.1705
9.6050,-0.6100,1.1699,1.1699
9.6102,-0.6094,1.1694,1.1694
9.6155,-0.6088,1.1689,1.1689
9.6207,-0.6083,1.1683,1.1683
9.6258,-0.6080,1.1678,1.1678
9.6308,-0.6081,1.1673,1.1673
9.6355,-0.6087,1.1667,1.1667
9.6400,-0.6100,1.1662,1.1662
9.6441,-0.6120,1.1675,1.1675
9.6480,-0.6147,1.1689,1.1689
9.6517,-0.6180,1.1702,1.1702
9.6551,-0.6218,1.1716,1.1716
9.6584,-0.6259,1.1730,1.1730
9.6616,-0.6302,1.1743,1.1743
9.6648,-0.6347,1.1757,1.1757
9.6679,-0.6391,1.1770,1.1770
9.6711,-0.6435,1.1784,1.1784
9.6744,-0.6476,1.1797,1.1797
9.6778,-0.6514,1.1811,1.1811
9.6814,-0.6548,1.1824,1.1824
9.6853,-0.6576,1.1838,1.1838
9.6894,-0.6598,1.1851,1.1851
9.6938,-0.6611,1.1834,1.1834
9.6985,-0.6618,1.1812,1.1812
9.7035,-0.6620,1.1789,1.1789
9.7086,-0.6618,1.1767,1.1767
9.7138,-0.6613,1.1745,1.1745
9.7190,-0.6607,1.1722,1.1722
9.7242,-0.6601,1.1700,1.1700
9.7294,-0.6597,1.1678,1.1678
9.7345,-0.6596,1.1655,1.1655
9.7393,-0.6599,1.1633,1.1633
9.7440,-0.6608,1.1640,1.1640
9.7483,-0.6623,1.1652,1.1652
9.7525,-0.6643,1.1664,1.1664
9.7565,-0.6668,1.1676,1.1676
9.7603,-0.6697,1.1688,1.1688
9.7639,-0.6731,1.1700,1.1700
9.7674,-0.6767,1.1713,1.1713
9.7707,-0.6807,1.1725,1.1725
9.7740,-0.6850,1.1737,1.1737
9.7771,-0.6894,1.1749,1.1749
9.7802,-0.6941,1.1761,1.1761
9.7832,-0.6988,1.1773,1.1773
9.7862,-0.7037,1.1785,1.1785
9.7892,-0.7086,1.1797,1.1797
9.7921,-0.7135,1.1807,1.1807
9.7951,-0.7184,1.1816,1.1816
9.7981,-0.7232,1.1825,1.1825
9.8012,-0.7279,1.1834,1.1834
9.8044,-0.7324,1.1843,1.1843
9.8076,-0.7367,1.1852,1.1852
9.8109,-0.7408,1.1861,1.1861
9.8143,-0.7446,1.1869,1.1869
9.8179,-0.7481,1.1878,1.1878
9.8215,-0.7512,1.1887,1.1887
9.8254,-0.7540,1.1896,1.1896
9.8294,-0.7563,1.1905,1.1905
9.8336,-0.7582,1.1914,1.1914
9.8381,-0.7596,1.1923,1.1923
9.8427,-0.7604,1.1912,1.1912
9.8476,-0.7608,1.1885,1.1885
9.8526,-0.7607,1.1859,1.1859
9.8577,-0.7604,1.1832,1.1832
9.8629,-0.7600,1.1806,1.1806
9.8680,-0.7595,1.1779,1.1779
9.8732,-0.7591,1.1753,1.1753
9.8783,-0.7589,1.1726,1.1726
9.8833,-0.7590,1.1699,1.1699
9.8881,-0.7596,1.1673,1.1673
9.8926,-0.7607,1.1670,1.1670
9.8970,-0.7624,1.1683,1.1683
9.9011,-0.7646,1.1697,1.1697
9.9051,-0.7672,1.1710,1.1710
9.9089,-0.7703,1.1724,1.1724
9.9125,-0.7737,1.1737,1.1737
9.9160,-0.7774,1.1751,1.1751
9.9194,-0.7814,1.1765,1.1765
9.9227,-0.7855,1.1778,1.1778
9.9259,-0.7899,1.1792,1.1792
9.9291,-0.7943,1.1805,1.1805
9.9322,-0.7987,1.1819,1.1819
9.9352,-0.8032,1.1832,1.1832
9.9383,-0.8076,1.1846,1.1846
9.9414,-0.8119,1.1860,1.1860
9.9445,-0.8160,1.1877,1.1877
9.9476,-0.8200,1.1893,1.1893
9.9508,-0.8239,1.1909,1.1909
9.9540,-0.8277,1.1925,1.1925
9.9573,-0.8314,1.1942,1.1942
9.9606,-0.8350,1.1958,1.1958
9.9641,-0.8384,1.1974,1.1974
9.9676,-0.8418,1.1990,1.1990
9.9712,-0.8452,1.2007,1.2007
9.9750,-0.8484,1.2023,1.2023
9.9789,-0.8516,1.2039,1.2039
9.9829,-0.8548,1.2055,1.2055
9.9870,-0.8579,1.2072,1.2072
9.9913,-0.8609,1.2074,1.2074
9.9958,-0.8640,1.2045,1.2045
10.0003,-0.8670,1.2016,1.2016
10.0048,-0.8701,1.1987,1.1987
10.0094,-0.8732,1.1958,1.1958
10.0138,-0.8763,1.1929,1.1929
10.0181,-0.8796,1.1900,1.1900
10.0222,-0.8829,1.1871,1.1871
10.0260,-0.8864,1.1842,1.1842
10.0295,-0.8899,1.1813,1.1813
10.0326,-0.8937,1.1784,1.1784
10.0353,-0.8976,1.1755,1.1755
10.0375,-0.9018,1.1726,1.1726
10.0391,-0.9062,1.1697,1.1697
10.0401,-0.9108,1.1674,1.1674
10.0405,-0.9156,1.1684,1.1684
10.0405,-0.9207,1.1693,1.1693
10.0401,-0.9259,1.1703,1.1703
10.0395,-0.9311,1.1713,1.1713
10.0388,-0.9364,1.1722,1.1722
10.0383,-0.9416,1.1732,1.1732
10.0380,-0.9467,1.1741,1.1741
10.0382,-0.9516,1.1751,1.1751
10.0389,-0.9563,1.1761,1.1761
10.0403,-0.9607,1.1764,1.1764
10.0425,-0.9648,1.1738,1.1738
10.0453,-0.9686,1.1712,1.1712
10.0488,-0.9722,1.1686,1.1686
10.0527,-0.9756,1.1661,1.1661
10.0569,-0.9788,1.1635,1.1635
10.0613,-0.9820,1.1609,1.1609
10.0659,-0.9851,1.1583,1.1583
10.0704,-0.9882,1.1557,1.1557
10.0747,-0.9914,1.1531,1.1531
10.0788,-0.9948,1.1505,1.1505
10.0825,-0.9982,1.1479,1.1479
10.0857,-1.0019,1.1453,1.1453
10.0882,-1.0059,1.1427,1.1427
10.0900,-1.0101,1.1402,1.1402
10.0910,-1.0147,1.1416,1.1416
10.0913,-1.0196,1.1430,1.1430
10.0911,-1.0247,1.1445,1.1445
10.0906,-1.0299,1.1459,1.1459
10.0899,-1.0352,1.1473,1.1473
10.0892,-1.0405,1.1487,1.1487
10.0887,-1.0457,1.1501,1.1501
10.0886,-1.0507,1.1515,1.1515
10.0890,-1.0556,1.1530,1.1530
10.0900,-1.0601,1.1543,1.1543
10.0920,-1.0643,1.1521,1.1521
10.0946,-1.0682,1.1499,1.1499
10.0979,-1.0719,1.1478,1.1478
10.1017,-1.0753,1.1456,1.1456
10.1059,-1.0786,1.1434,1.1434
10.1103,-1.0817,1.1412,1.1412
10.1148,-1.0849,1.1391,1.1391
10.1194,-1.0880,1.1369,1.1369
10.1238,-1.0911,1.1347,1.1347
10.1280,-1.0944,1.1325,1.1325
10.1318,-1.0978,1.1304,1.1304
10.1351,-1.1015,1.1282,1.1282
10.1379,-1.1053,1.1260,1.1260
10.1398,-1.1095,1.1239,1.1239
10.1410,-1.1140,1.1251,1.1251
10.1414,-1.1189,1.1267,1.1267
10.1413,-1.1239,1.1284,1.1284
10.1408,-1.1291,1.1301,1.1301
10.1401,-1.1344,1.1317,1.1317
10.1394,-1.1397,1.1334,1.1334
10.1388,-1.1449,1.1350,1.1350
10.1386,-1.1500,1.1367,1.1367
10.1389,-1.1549,1.1383,1.1383
10.1398,-1.1595,1.1400,1.1400
10.1416,-1.1638,1.1381,1.1381
10.1442,-1.1677,1.1357,1.1357
10.1474,-1.1714,1.1333,1.1333
10.1511,-1.1749,1.1310,1.1310
10.1552,-1.1782,1.1286,1.1286
10.1596,-1.1814,1.1263,1.1263
10.1641,-1.1845,1.1239,1.1239
10.1686,-1.1876,1.1215,1.1215
10.1731,-1.1908,1.1192,1.1192
10.1773,-1.1940,1.1168,1.1168
10.1812,-1.1974,1.1145,1.1145
10.1847,-1.2010,1.1121,1.1121
10.1875,-1.2048,1.1097,1.1097
10.1896,-1.2089,1.1074,1.1074
10.1909,-1.2134,1.1076,1.1076
10.1915,-1.2182,1.1088,1.1088
10.1915,-1.2232,1.1099,1.1099
10.1910,-1.2283,1.1110,1.1110
10.1904,-1.2336,1.1121,1.1121
10.1897,-1.2389,1.1133,1.1133
10.1891,-1.2441,1.1144,1.1144
10.1888,-1.2493,1.1155,1.1155
10.1889,-1.2542,1.1166,1.1166
10.1897,-1.2589,1.1178,1.1178
10.1912,-1.2633,1.1160,1.1160
10.1935,-1.2673,1.1132,1.1132
10.1964,-1.2711,1.1105,1.1105
10.1999,-1.2747,1.1078,1.1078
10.2037,-1.2781,1.1050,1.1050
10.2079,-1.2814,1.1023,1.1023
10.2122,-1.2846,1.0996,1.0996
10.2167,-1.2877,1.0968,1.0968
10.2211,-1.2909,1.0941,1.0941
10.2254,-1.2941,1.0913,1.0913
10.2295,-1.2974,1.0886,1.0886
10.2332,-1.3009,1.0859,1.0859
10.2365,-1.3045,1.0831,1.0831
10.2391,-1.3084,1.0804,1.0804
10.2412,-1.3126,1.0801,1.0801
10.2425,-1.3170,1.0814,1.0814
10.2433,-1.3217,1.0827,1.0827
10.2435,-1.3266,1.0839,1.0839
10.2434,-1.3317,1.0852,1.0852
10.2430,-1.3368,1.0865,1.0865
10.2424,-1.3421,1.0877,1.0877
10.2417,-1.3474,1.0890,1.0890
10.2409,-1.3527,1.0903,1.0903
10.2402,-1.3580,1.0915,1.0915
10.2397,-1.3632,1.0929,1.0929
10.2393,-1.3684,1.0944,1.0944
10.2391,-1.3734,1.0959,1.0959
10.2390,-1.3785,1.0974,1.0974
10.2391,-1.3835,1.0988,1.0988
10.2392,-1.3884,1.1003,1.1003
10.2394,-1.3934,1.1018,1.1018
10.2395,-1.3983,1.1033,1.1033
10.2398,-1.4032,1.1048,1.1048
10.2399,-1.4081,1.1062,1.1062
10.2401,-1.4131,1.1075,1.1075
10.2402,-1.4180,1.1086,1.1086
10.2402,-1.4230,1.1097,1.1097
10.2403,-1.4280,1.1109,1.1109
10.2403,-1.4330,1.1120,1.1120
10.2402,-1.4380,1.1131,1.1131
10.2402,-1.4430,1.1142,1.1142
10.2401,-1.4481,1.1154,1.1154
10.2401,-1.4531,1.1165,1.1165
10.2400,-1.4581,1.1176,1.1176
10.2400,-1.4631,1.1167,1.1167
10.2399,-1.4681,1.1146,1.1146
10.2399,-1.4731,1.1124,1.1124
10.2399,-1.4781,1.1103,1.1103
10.2399,-1.4831,1.1081,1.1081
10.2399,-1.4881,1.1060,1.1060
10.2399,-1.4931,1.1038,1.1038
10.2399,-1.4981,1.1017,1.1017
10.2399,-1.5031,1.0995,1.0995
10.2400,-1.5081,1.0974,1.0974
10.2400,-1.5131,1.0951,1.0951
10.2401,-1.5181,1.0928,1.0928
10.2401,-1.5232,1.0905,1.0905
10.2402,-1.5282,1.0882,1.0882
10.2402,-1.5332,1.0859,1.0859
10.2402,-1.5382,1.0836,1.0836
10.2402,-1.5432,1.0813,1.0813
10.2402,-1.5482,1.0790,1.0790
10.2402,-1.5532,1.0767,1.0767
10.2401,-1.5581,1.0744,1.0744
10.2399,-1.5631,1.0721,1.0721
10.2397,-1.5680,1.0699,1.0699
10.2395,-1.5729,1.0677,1.0677
10.2394,-1.5779,1.0654,1.0654
10.2392,-1.5828,1.0632,1.0632
10.2391,-1.5878,1.0610,1.0610
10.2391,-1.5928,1.0587,1.0587
10.2392,-1.5978,1.0565,1.0565
10.2394,-1.6029,1.0543,1.0543
10.2398,-1.6081,1.0520,1.0520
10.2404,-1.6133,1.0498,1.0498
10.2410,-1.6186,1.0477,1.0477
10.2417,-1.6239,1.0455,1.0455
10.2424,-1.6291,1.0433,1.0433
10.2429,-1.6344,1.0412,1.0412
10.2433,-1.6395,1.0390,1.0390
10.2433,-1.6445,1.0369,1.0369
10.2429,-1.6493,1.0347,1.0347
10.2421,-1.6540,1.0325,1.0325
10.2407,-1.6584,1.0304,1.0304
10.2386,-1.6626,1.0265,1.0265
10.2360,-1.6665,1.0217,1.0217
10.2328,-1.6702,1.0170,1.0170
10.2293,-1.6737,1.0122,1.0122
10.2254,-1.6771,1.0074,1.0074
10.2212,-1.6804,1.0026,1.0026
10.2169,-1.6836,0.9978,0.9978
10.2126,-1.6868,0.9930,0.9930
10.2083,-1.6900,0.9882,0.9882
10.2042,-1.6933,0.9834,0.9834
10.2003,-1.6967,0.9786,0.9786
10.1968,-1.7003,0.9738,0.9738
10.1937,-1.7040,0.9690,0.9690
10.1911,-1.7079,0.9642,0.9642
10.1891,-1.7121,0.9607,0.9607
10.1878,-1.7165,0.9584,0.9584
10.1870,-1.7212,0.9562,0.9562
10.1867,-1.7261,0.9540,0.9540
10.1867,-1.7311,0.9517,0.9517
10.1871,-1.7362,0.9495,0.9495
10.1876,-1.7415,0.9473,0.9473
10.1883,-1.7468,0.9450,0.9450
10.1890,-1.7521,0.9428,0.9428
10.1897,-1.7573,0.9405,0.9405
10.1903,-1.7626,0.9384,0.9384
10.1907,-1.7677,0.9364,0.9364
10.1909,-1.7728,0.9344,0.9344
10.1910,-1.7779,0.9324,0.9324
10.1911,-1.7829,0.9303,0.9303
10.1910,-1.7879,0.9283,0.9283
10.1909,-1.7928,0.9263,0.9263
10.1907,-1.7977,0.9243,0.9243
10.1904,-1.8026,0.9223,0.9223
10.1901,-1.8075,0.9203,0.9203
10.1899,-1.8124,0.9184,0.9184
10.1896,-1.8173,0.9166,0.9166
10.1894,-1.8222,0.9148,0.9148
10.1892,-1.8271,0.9130,0.9130
10.1890,-1.8321,0.9112,0.9112
10.1889,-1.8370,0.9094,0.9094
10.1890,-1.8421,0.9076,0.9076
10.1891,-1.8471,0.9059,0.9059
10.1894,-1.8522,0.9041,0.9041
10.1897,-1.8574,0.9023,0.9023
10.1903,-1.8626,0.9006,0.9006
10.1910,-1.8679,0.8991,0.8991
10.1917,-1.8732,0.8975,0.8975
10.1923,-1.8785,0.8960,0.8960
10.1929,-1.8837,0.8945,0.8945
10.1932,-1.8888,0.8929,0.8929
10.1933,-1.8938,0.8914,0.8914
10.1930,-1.8987,0.8899,0.8899
10.1922,-1.9034,0.8883,0.8883
10.1909,-1.9079,0.8868,0.8868
